"Investor ID","Investor / Organisation","Investor Type","Subcategory","Country","City","Official Website","LinkedIn","Professional Phone Number (best)","Investment Contact Phone","General Office Phone","Investor Relations Phone","Phone Verification Status","Phone Source","Investment Email","General Email","Email Source","Investment Focus","Healthcare Focus","Technology Focus","Geography Focus","Investment Stage","Typical Ticket","Fund Size / Assets","Relevant Portfolio","Vytalix Fit (Sector /20)","Stage Fit /15","Ticket Fit /15","Geographic Fit /10","Strategic Value /15","MaternaLink Fit /10","Accessibility /5","Network Value /10","VYTALIX INVESTOR FIT SCORE /100","CONTACTABILITY SCORE /10","Investment Probability","Overall Score","Tier","Priority","Relevant Decision Maker","Decision Maker Role","Decision Maker Source","Contact Route","Warm Intro Possibility","Source","Last Verified","CRM Status","Next Action","Why Investor for Vytalix","Likely Objection","Recommended Pitch Angle","Notes","Research Batch"
"VX-193","Nauta Capital","Venture Capital","B2B software VC (London/Barcelona/Munich) – seed to Series A","United Kingdom / Spain","London / Barcelona","https://www.nautacapital.com","https://www.linkedin.com/company/nauta-capital/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.nautacapital.com (check contact page)","Early-stage investments in capital-efficient B2B software companies across Europe, typically leading seed and Series A rounds; sector-agnostic within B2B SaaS","Not a health specialist; healthcare B2B software occasionally (TO VALIDATE)","B2B SaaS, AI, vertical software","Europe including United Kingdom","Seed, Series A","c.€1m–€5m (ESTIMATE – confirm)","Fund V c.€120m+ (ESTIMATE from public reporting)","European vertical B2B SaaS companies (TO VALIDATE); no known maternal-health holding","7","9","9","9","5","1","3","6","49","4","Low","48","D","Below 50: do not prioritise","Carles Ferrer","General Partner (London) – confirm on team page","https://www.nautacapital.com","Contact form on https://www.nautacapital.com or LinkedIn to partners","Possible – via Nauta portfolio founders","https://www.nautacapital.com","Unverified (prior knowledge)","Researched","Hold. Re-score only if new information emerges.","A disciplined B2B SaaS investor suited to a later seed once MaternaLink has paying UK customers.","No ARR, no product and a public-sector sales cycle.","Return with £200k+ ARR from maternity-service SaaS contracts and a clear vertical-SaaS narrative.","Prefers capital-efficient B2B SaaS with early ARR; not a pre-product investor.","02_uk_generalist_ai_vc.csv"
"VX-194","Kinnevik","Family Office","Listed family-controlled investment company (Stenbeck family) - growth investor with a healthcare vertical","Sweden","Stockholm","https://www.kinnevik.com/","https://www.linkedin.com/company/kinnevik/","+46 (0)8 562 000 00","","+46 (0)8 562 000 00","","VERIFIED 2026-09-07 (source in phone_source_url)","https://www.kinnevik.com/contact/","NOT PUBLICLY AVAILABLE","info(at)kinnevik.com","https://www.kinnevik.com/contact/","Growth-stage technology companies in Europe and the US across healthcare, software, marketplaces and climate","Yes - healthcare is a named vertical (virtual care, value-based care, care platforms)","Digital health platforms, software, marketplaces","Nordics, Europe, US","Growth (Series B+); occasional earlier-stage via Kinnevik-backed platforms","EUR 20m-100m+ (ESTIMATE; growth cheques)","c.SEK 40-50bn net asset value (ESTIMATE from public reporting)","Cityblock Health, Spring Health, Cedar, Babylon (former), Quit Genius/Pelago, VillageMD (former)","15","2","1","7","8","4","2","7","46","6","Low","48","D","Below 50: do not prioritise","Georgi Ganev","Chief Executive Officer (confirm on team page)","https://www.kinnevik.com/team/","General contact page https://www.kinnevik.com/contact/ (switchboard + info@); investor relations desk is for shareholders, not pitching","No known route","https://www.kinnevik.com/contact/;https://www.kinnevik.com/investor-relations/;https://www.kinnevik.com/team/;https://www.kinnevik.com/investments/","2026-09-07","Researched","Hold. Re-score only if new information emerges.","Kinnevik is one of the few European family-controlled investors with a stated healthcare thesis and a track record in care-delivery platforms, making it a credible later-stage name to track rather than a first-round target.","Kinnevik writes growth cheques into companies with proven unit economics and will not engage with a pre-formation UK company that has no product in production.","Track only; approach after a Series A with evidence that MaternaLink (in development) has NHS pilot data, framing it as a UK maternal care-coordination platform in the Cityblock/Spring Health mould.","Switchboard number and info@ found on the official contact page; an IR director's mobile is published but is an individual's number so not recorded. Listed on Nasdaq Stockholm; not a pre-seed investor.","07_family_offices.csv"
"VX-195","Pfizer Ventures","Strategic / Corporate VC","Pharma CVC","United States","New York, NY","https://www.pfizer.com/about/partners/venture-investments","https://www.linkedin.com/company/pfizer","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Equity investments in emerging companies developing therapeutics, platforms and technologies of strategic interest to Pfizer","Therapeutics, vaccines, selective digital health and health-tech","Biotech platforms, AI/ML drug discovery, digital health","Global (US-centric)","Seed to Series B (biotech-led)","USD 5m–25m (ESTIMATE)","USD 1bn+ committed to venture investments (prior knowledge; TO VALIDATE)","Mainly biotech; some digital health (names TO VALIDATE)","13","4","3","6","10","7","2","7","52","2","Low","47","C","C-Tier (50–64): maintain and monitor","NOT PUBLICLY IDENTIFIED","Head of Pfizer Ventures (name TO VALIDATE on pfizer.com)","https://www.pfizer.com/about/partners/venture-investments","Pfizer Ventures page on pfizer.com (partnering contact form)","No known route","https://www.pfizer.com/about/partners/venture-investments","Unverified (prior knowledge)","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Pfizer's maternal immunisation franchise (maternal RSV vaccine) creates a direct strategic interest in antenatal engagement and adherence tools like MaternaLink (in development).","Pfizer Ventures invests in venture-stage biotech and platform companies, not pre-formation care-coordination start-ups.","Pitch Pfizer UK's maternal immunisation team on a pilot partnership first and use that traction to reach Pfizer Ventures later.","Not verified today. Pfizer's maternal RSV vaccine (Abrysvo) gives Pfizer a commercial interest in antenatal engagement platforms — a possible partnership angle, but Pfizer Ventures' cheques and stage are beyond pre-seed.","04_africa_em_vc.csv"
"VX-196","Bessemer Venture Partners (Healthcare)","Venture Capital","Global multi-stage VC with healthcare practice and London office","United States","San Francisco / New York / London","https://www.bvp.com/","https://www.linkedin.com/company/bessemer-venture-partners/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed to growth across cloud, consumer, healthcare, fintech; healthcare practice covers digital health, health-tech and biotech; publishes healthcare roadmaps","Yes – dedicated healthcare team","Software, AI, digital health","US, Europe (incl. UK via London), India, Israel","Seed to growth","$1m–$50m (seed cheques from ~$1m) – ESTIMATE","$20bn+ AUM","Digital-health companies (e.g., Hinge Health, Bright Health – TO VALIDATE)","13","7","6","7","6","2","1","8","50","3","Low","47","C","C-Tier (50–64): maintain and monitor","Steve Kraus","Partner, Healthcare – confirm on team page","https://www.bvp.com/","Pitch via bvp.com; LinkedIn to London office team","No known route","","Unverified (prior knowledge)","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Bessemer's healthcare team invests from seed in Europe and publishes market maps that could validate a maternal-care category.","Bessemer's seed cheques go to repeat founders with strong technical teams, not pre-formation ventures.","Use Bessemer's healthcare content for positioning; approach only with a warm intro at seed-plus.","Prior knowledge; not checked this session. Generalist scale reduces fit but London presence and health roadmaps make it a useful reference investor.","03_eu_us_health_vc.csv"
"VX-197","Novartis Venture Fund","Strategic / Corporate VC","Pharma CVC (life sciences; digital health legacy via dRx Capital)","Switzerland","Basel (also Cambridge, MA)","https://www.nvfund.com/","https://www.linkedin.com/company/novartis-venture-fund","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Venture investments in life-science companies developing novel therapeutics and platforms; historically digital health via dRx Capital (Novartis–Qualcomm JV, 2015, up to USD 100m, Series A+)","Therapeutics, biotech; digital medicine (dRx legacy: Omada, Pear, Science 37, Koneksa)","Biotech platforms; data/digital health (legacy)","Europe and North America","Seed to Series B (biotech); dRx Capital was Series A+","USD 5m–20m over a company's life (ESTIMATE)","Circa USD 1bn+ under management (prior knowledge; TO VALIDATE)","dRx Capital portfolio: Omada Health, Science 37, Koneksa, Xealth, Pear Therapeutics (Crunchbase/Dealroom snippets)","12","6","4","7","8","4","2","7","50","3","Low","47","C","C-Tier (50–64): maintain and monitor","Beat Steffen","Managing Director, Novartis Venture Fund (Basel)","https://www.nvfund.com/team/beat-steffen","Team pages on https://www.nvfund.com/team; LinkedIn to a Basel managing director","No known route","https://www.nvfund.com/;https://www.nvfund.com/team;https://www.crunchbase.com/organization/drx-capital;https://app.dealroom.co/investors/drx_capital","2026-09-07","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Novartis is one of the few European pharma CVCs with a documented digital-medicine track record (dRx Capital) and a Basel base reachable from the UK.","NVF's current thesis is therapeutics, not non-diagnostic care-coordination software, and dRx Capital's digital-health mandate appears dormant.","Use the dRx legacy as the conversation opener and pitch MaternaLink's R&D track (multimodal maternal risk research) as a future data partnership rather than a near-term cheque.","dRx Capital's current activity status is TO VALIDATE (appears legacy; no new digital-health fund publicly announced). NVF's core mandate is therapeutics, so a maternal care-coordination platform is off-thesis. Included because it is a credible, active, Europe-based pharma CVC.","04_africa_em_vc.csv"
"VX-198","British Business Bank (British Patient Capital / Enterprise Capital Funds / Regional Angels Programme / Nations & Regions Investment Funds)","Government / Innovation Fund","UK government economic development bank – invests via fund managers and angel groups, not directly into start-ups","United Kingdom","Sheffield (HQ) / London","https://www.british-business-bank.co.uk","https://www.linkedin.com/company/british-business-bank/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (checked 2026-09-07: official contact pages state a switchboard exists for general enquiries only but do not publish the number in search results; reception cannot refer scheme enquiries)","https://www.british-business-bank.co.uk/contact-details/","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.british-business-bank.co.uk/contact-us","Wholesale/indirect: British Patient Capital (fund-of-funds into UK VC), Enterprise Capital Funds (backs emerging VC managers), Regional Angels Programme (co-invests alongside accredited angel groups), Nations & Regions Investment Funds (NPIF II £660m, MEIF II £400m, South West Investment Fund £200m, Investment Fund for Wales £130m, Investment Fund for Scotland £150m, Investment Fund for Northern Ireland £70m – all delivered by appointed fund managers), British Growth Partnership (2025, growth-stage)","No sector mandate; health-tech reached only through the funds and angel groups it backs (many of which are in this CRM, e.g. Mercia, Maven, Praetura, FW Capital, Clarendon, Techstart, Frontier Development Capital, Angel CoFund heritage)","Sector-agnostic; regional funds cover SME equity and debt of all kinds","UK-wide, with ring-fenced regional and national funds (England regions, Wales, Scotland, Northern Ireland)","Indirect: pre-seed to growth via delegated fund managers; no direct start-up cheques","No direct tickets. Regional fund managers offer equity roughly £100k–£5m and smaller loans from £25k (per programme pages; ESTIMATE – confirm with each manager)","c.£1.6bn Nations & Regions Investment Funds (2023–24 launches); British Patient Capital £2.5bn+ commitments (ESTIMATE from public reporting)","Indirect only – LP/anchor in UK health-tech-relevant funds such as Octopus, Mercia, Praetura and Maven regional mandates (VERIFY per programme)","8","5","4","10","9","2","2","8","48","4","Low","47","D","Below 50: do not prioritise","Louis Taylor","Chief Executive – confirm on official leadership page (not a route for pitches; the practical contacts are the regional fund managers)","https://www.british-business-bank.co.uk/about","Web contact form https://www.british-business-bank.co.uk/contact-us; for capital, apply to the relevant regional fund manager (NPIF II / MEIF II / SWIF / IFW / IFS / IFNI managers listed on the Bank's site) or via a Regional Angels Programme-backed angel group","No known route (not a direct investor; approach the delegated fund managers instead)","https://www.british-business-bank.co.uk/contact-us;https://www.british-business-bank.co.uk/contact-details/;https://www.british-business-bank.co.uk/business-guidance/regional-support;https://find-and-update.company-information.service.gov.uk/company/08616013;https://www.british-business-bank.co.uk/corporate-information/","2026-09-07","Researched","Hold. Re-score only if new information emerges.","The Bank's regional funds and Regional Angels Programme are the public money behind many of the UK managers most likely to write a first £100k–£500k cheque into an English-registered health-tech company.","It does not invest directly in start-ups, so any approach to the Bank itself will be redirected to a fund manager or angel group.","Use the Bank's programme map to target the right regional manager for wherever Vytalix incorporates and to reference publicly-backed co-investment when speaking to angel groups.","Offices: Steel City House, West Street, Sheffield S1 2GQ and 8 Salisbury Square, 2nd Floor, London EC4Y 8AP (official site, 2026-09-07). Included so the CRM describes the programmes accurately: the Bank is an indirect investor. A mediaenquiries@ address appears on the site but is not a founder inbox and is not recorded. Grant-style schemes (Start Up Loans) are debt, not equity.","02_uk_generalist_ai_vc.csv"
"VX-199","FMO Ventures Programme","Impact / DFI","Dutch DFI venture-capital programme (direct early-stage and fund-of-funds)","Netherlands","The Hague","https://www.fmo.nl/ventures-program","https://www.linkedin.com/company/fmo/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Venture capital for tech-enabled business models in emerging markets via direct Series A/B tickets and investments in early-stage funds; focus sectors include fintech, agri, energy and health-tech","Yes – health-tech is a named focus in the Ventures Programme alongside fintech, energy, agri","Tech-enabled platforms and digital services in emerging markets","Africa, Asia, Latin America, Eastern Europe; no UK-market investing","Series A/B direct; seed via partner funds","Direct US$2m–$10m; smaller via funds (ESTIMATE)","Ventures Programme c. €200m allocation (ESTIMATE)","Emerging-market health-tech and fintech; LP in African seed funds","11","4","4","7","8","5","2","7","48","4","Low","47","D","Below 50: do not prioritise","Michael Jongeneel – confirm on team page","Chief Executive Officer, FMO","https://www.fmo.nl/","Ventures Programme page and contact form on fmo.nl; via partner funds for seed","Possible – via FMO-backed African seed funds","https://www.fmo.nl/ventures-program;https://www.fmo.nl/","Unverified (prior knowledge)","Researched","Hold. Re-score only if new information emerges.","FMO Ventures explicitly names health-tech in emerging markets and co-invests with African seed funds, giving MaternaLink a potential Series A follow-on path in Nigeria.","Vytalix is pre-product and pre-revenue while FMO Ventures' direct cheques start at Series A with proven unit economics.","Introduce Vytalix as future Series A pipeline and ask which FMO-backed African seed funds are open to maternal-health platforms now.","Written from prior knowledge. Direct tickets are Series A+; realistic route is through an FMO-backed seed fund.","05_impact_dfi_global_health.csv"
"VX-200","Lightrock (LGT group) – incl. legacy Impact Ventures UK","Impact / DFI","Global impact growth investor (Europe, Africa, India, LatAm); absorbed LGT Venture Philanthropy's Impact Ventures UK fund","United Kingdom","London","https://www.lightrock.com/","https://www.linkedin.com/company/lightrock/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Growth equity for purpose-driven companies in healthcare, education, fintech, climate; Series A to growth; Lightrock Africa fund; Impact Ventures UK (2013) was an earlier LGT vehicle for UK social businesses","Yes – healthcare is a core theme (digital health, care delivery, health insurance in Africa and India)","Tech-enabled platforms","Europe (incl. UK), Africa, India, Latin America","Series A/B and growth","US$10m–$50m (ESTIMATE)","c. US$3bn+ AUM (ESTIMATE)","African and Indian health platforms (e.g. health insurance/telehealth companies); UK impact businesses via legacy Impact Ventures UK","12","2","2","9","8","5","2","8","48","4","Low","47","D","Below 50: do not prioritise","Pål Erik Sjåtil – confirm on team page","Chief Executive Officer and Managing Partner","https://www.lightrock.com/","Contact form on lightrock.com; London office","Possible – via LGT Venture Philanthropy network","https://www.lightrock.com/","Unverified (prior knowledge)","Researched","Hold. Re-score only if new information emerges.","Lightrock is a London-headquartered impact investor with African health platforms in portfolio, a natural Series B partner once MaternaLink scales across states.","Lightrock's cheques start at Series A/B and it will not engage with a pre-formation company.","Track as a growth-stage target; cite its African health portfolio when describing the exit/follow-on landscape to seed investors.","Written from prior knowledge. Impact Ventures UK is no longer an active separate fund (TO VALIDATE); Lightrock is growth-stage only.","05_impact_dfi_global_health.csv"
"VX-201","Molten Ventures","Venture Capital","LSE-listed Series A+ venture investor (digital health and wellness among sectors)","United Kingdom","London","https://www.moltenventures.com/","https://www.linkedin.com/company/molten-ventures/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.moltenventures.com/","Series A to growth in European tech: enterprise software, consumer, hardware/deep tech, digital health and wellness","Yes - 'digital health and wellness' is a named sector (e.g. Endomag medtech; prior knowledge)","Software, AI, medtech, deep tech","UK and Europe","Series A, Series B, growth (seed only via fund-of-funds programme)","£5m-£20m+ (ESTIMATE)","c.£1bn+ portfolio value (ESTIMATE; prior knowledge; acquired Forward Partners in 2024)","Endomag (medtech), digital-health names TO VALIDATE","12","4","3","10","7","3","2","7","48","4","Low","47","D","Below 50: do not prioritise","Ben Wilkinson","Chief Executive Officer (prior knowledge - confirm on team page)","https://www.moltenventures.com/","Website contact form (prior knowledge; TO VALIDATE)","Possible - via seed funds in Molten's fund-of-funds programme (e.g. Seedcamp)","https://www.moltenventures.com/","Unverified (prior knowledge)","Researched","Hold. Re-score only if new information emerges.","Molten is a long-term Series A-plus partner with a digital-health sector and exposure to UK seed funds, useful as a future follow-on investor rather than a first cheque.","Molten's minimum cheque and Series A-plus stage are far beyond a pre-seed group, so it will simply be too early.","Track for Series A only; build relationships via a Molten-backed seed fund and report progress on MaternaLink pilots over time.","Search budget exhausted before this fund could be checked; all fields from prior knowledge. Growth-stage investor - included for completeness with honest low stage/ticket scores. Forward Partners (a seed fund) was absorbed by Molten in 2024, so it is not listed separately.","01_uk_health_vc.csv"
"VX-202","Novo Holdings (Seeds / Venture Investments)","Impact / DFI","Foundation-owned life-science investor (Novo Nordisk Foundation) with Seeds early-stage programme","Denmark","Copenhagen","https://novoholdings.dk/","https://www.linkedin.com/company/novo-holdings/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Life-science venture and growth investing (biotech, medtech, digital health, planetary health); Novo Seeds for very early Nordic/European life-science companies","Yes – life sciences and health broadly; women's health selectively","Biotech, medtech, digital health, AI in health","Europe (incl. UK office in London) and US","Seed (Novo Seeds, Nordics-focused) to growth","Seeds DKK 1m–20m; venture US$5m–$50m (ESTIMATE)","c. US$150bn+ total assets (ESTIMATE)","European and US biotech/medtech; digital-health investments in Europe","12","4","4","8","7","4","2","8","49","3","Low","46","D","Below 50: do not prioritise","Kasim Kutay – confirm on team page","Chief Executive Officer","https://novoholdings.dk/","Contact page on novoholdings.dk; Novo Seeds application via site","No known route","https://novoholdings.dk/","Unverified (prior knowledge)","Researched","Hold. Re-score only if new information emerges.","Novo Holdings' London venture team invests in UK digital health and could anchor a Series A if MaternaLink demonstrates NHS-relevant clinical value.","Novo backs science-driven companies with strong evidence and IP, and Vytalix currently has neither data nor a defensible technology asset.","Revisit after the MIS research track produces validated results with a UK academic partner.","Written from prior knowledge. Not impact-first; UK digital health considered at later stage; Seeds programme is Nordic-focused (TO VALIDATE UK eligibility).","05_impact_dfi_global_health.csv"
"VX-203","a16z Bio + Health","Venture Capital","Dedicated bio/health fund of Andreessen Horowitz","United States","Menlo Park / San Francisco (also London)","https://a16z.com/bio-health/","https://www.linkedin.com/company/andreessen-horowitz/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed to growth in biology and healthcare: digital health, AI in care delivery, techbio, health infrastructure; $1.5bn Bio + Health fund (2022)","Yes – dedicated bio/health fund","AI, software, health data, techbio","US primarily; selective UK/Europe via London office","Seed to growth","$2m–$100m+ (ESTIMATE)","$1.5bn Bio + Health Fund 4 (2022)","Women's-health names such as Maven Clinic and Tia (TO VALIDATE current holdings)","14","5","3","6","6","5","1","9","49","3","Low","46","D","Below 50: do not prioritise","Vijay Pande","Founding General Partner, a16z Bio + Health – confirm on team page","https://a16z.com/bio-health/","Website pitch route at a16z.com; warm intro strongly preferred","No known route","","Unverified (prior knowledge)","Researched","Hold. Re-score only if new information emerges.","a16z Bio + Health has backed women's-health platforms and publishes AI-in-care theses relevant to MaternaLink's roadmap.","a16z requires exceptional teams and US-scale markets; a UK/Nigeria pre-seed venture will not clear its bar.","Reference investor only; use their women's-health portfolio to benchmark and revisit at Series A.","Prior knowledge; not checked this session. Has invested in women's-health companies (Maven, Tia) – thesis-level relevance, not stage relevance.","03_eu_us_health_vc.csv"
"VX-204","Khosla Ventures (Health)","Venture Capital","Multi-stage deep-tech VC with health practice","United States","Menlo Park","https://www.khoslaventures.com/","https://www.linkedin.com/company/khosla-ventures/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed to growth in transformative technology incl. AI-driven healthcare, digital health, medtech and biotech; global opportunistically","Yes – dedicated health/AI-health practice","AI, digital health, diagnostics","US primarily; global opportunistically (some UK/Europe)","Seed to growth (has seed fund)","$1m–$50m+ (ESTIMATE)","$15bn+ AUM (ESTIMATE)","AI health companies (TO VALIDATE)","13","7","5","5","5","3","1","8","47","4","Low","46","D","Below 50: do not prioritise","Alex Morgan","Partner (health) – confirm on team page","https://www.khoslaventures.com/","Pitch submission at khoslaventures.com; warm intro preferred","No known route","","Unverified (prior knowledge)","Researched","Hold. Re-score only if new information emerges.","Khosla backs AI-driven healthcare at seed and is willing to take unconventional bets globally.","Vytalix's v1 is non-AI care coordination and the team lacks the technical depth Khosla expects.","Revisit when the Maternal Instability Score research track has data partners; not a pre-seed target.","Prior knowledge; not checked this session. Interest in AI-first health could suit a later MaternaLink AI track.","03_eu_us_health_vc.csv"
"VX-205","20VC Fund","Venture Capital","Seed/early-stage VC founded by podcaster Harry Stebbings","United Kingdom","London","https://www.20vc.com","","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.20vc.com (check contact page)","Seed and Series A investments in high-growth technology companies in Europe and the US, leveraging the 20VC podcast network; generalist with a consumer and software tilt","Not a health specialist; occasional health-tech investments (TO VALIDATE)","Software, AI, consumer, fintech","Europe and United States","Seed, Series A","c.US$1m–$5m (ESTIMATE – confirm)","c.US$400m raised across funds by 2024 (ESTIMATE from public reporting)","Europe/US software and consumer companies (TO VALIDATE); no known maternal-health holding","6","10","9","8","5","1","2","7","48","3","Low","45","D","Below 50: do not prioritise","Harry Stebbings","Founder and General Partner – confirm on team page","https://www.20vc.com","Contact form on https://www.20vc.com or LinkedIn; warm intro preferred","Possible – via 20VC portfolio founders or podcast guests","https://www.20vc.com","Unverified (prior knowledge)","Researched","Hold. Re-score only if new information emerges.","High-profile seed capital with a media megaphone that could accelerate hiring and follow-on interest.","Backs breakout momentum and top-tier co-investors; a pre-formation health-tech with no product has no momentum to show.","Only approach at a competitive seed with a lead already committed and UK pilot traction.","High-velocity, brand-led fund; usually co-invests with tier-one leads in competitive rounds.","02_uk_generalist_ai_vc.csv"
"VX-206","DEG – Deutsche Investitions- und Entwicklungsgesellschaft (KfW Group)","Impact / DFI","German DFI with Up-Scaling and develoPPP programmes for smaller companies","Germany","Cologne","https://www.deginvest.de/","https://www.linkedin.com/company/deg-invest/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Loans, equity and mezzanine for private companies in developing markets; health is a focus sector; Up-Scaling programme co-finances innovative SMEs with up to €500k; develoPPP grants for development partnerships","Yes – healthcare is a named sector (hospitals, diagnostics, pharma, health-tech)","Selective; digital and health-tech via Up-Scaling and funds","Africa, Asia, Latin America; European companies with developing-market projects are eligible for some programmes","Growth; Up-Scaling for early-growth SMEs","Up-Scaling up to €500k co-financing; direct €5m+ (ESTIMATE)","c. €10bn+ portfolio (ESTIMATE)","African healthcare providers and health-financing platforms; Up-Scaling recipients in health and edtech","10","4","7","7","7","5","2","6","48","3","Low","45","D","Below 50: do not prioritise","Roland Siller – confirm on team page","Chief Executive Officer / Chair of Management Board","https://www.deginvest.de/","Contact form on deginvest.de; Up-Scaling and develoPPP programme pages","No known route","https://www.deginvest.de/","Unverified (prior knowledge)","Researched","Hold. Re-score only if new information emerges.","DEG's Up-Scaling and develoPPP programmes are among the few DFI instruments sized for a small company running an African health pilot.","DEG requires an established operating company and local revenue, which Vytalix does not yet have.","Target develoPPP-style co-funding for a Nigerian maternal-health pilot once an implementing partner and pilot budget exist.","Written from prior knowledge. Up-Scaling requires an operating business with revenue and a local company; develoPPP is grant co-funding for European companies working in developing countries and may suit a Nigeria pilot (TO VALIDATE eligibility).","05_impact_dfi_global_health.csv"
"VX-207","Norrsken22","Venture Capital","Africa growth-stage tech fund (Series A/B)","South Africa","Cape Town (Nairobi, Lagos; Norrsken Foundation, Stockholm)","https://norrsken22.com","https://www.linkedin.com/company/norrsken22","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Growth-stage African tech (fintech, marketplaces, edtech, health-tech, SaaS); ~US$205m fund closed 2023 backed by Norrsken Foundation and unicorn founders (prior knowledge)","Health-tech in scope but portfolio is fintech/marketplace heavy – TO VALIDATE","Scaled software platforms","Pan-African (Nigeria, Kenya, South Africa, Egypt, Ghana)","Series A and B","US$3m–US$15m (ESTIMATE, prior knowledge)","~US$205m (2023 final close – prior knowledge)","Sabi, Autochek, Raenest (prior knowledge – TO VALIDATE); no maternal-health names known","9","3","3","8","8","3","2","8","44","5","Low","45","D","Below 50: do not prioritise","Natalie Kolbe – confirm on team page","Managing Partner (Lexi Novitske, General Partner, also listed – confirm on team page)","https://norrsken22.com","Website contact page / LinkedIn to named partner","Possible – via Norrsken House Kigali/Stockholm community","https://norrsken22.com","Unverified (prior knowledge)","Researched","Hold. Re-score only if new information emerges.","The largest Africa-dedicated growth fund with a Norrsken impact heritage, relevant only as a Series A/B target after MaternaLink has state-level contracts.","Norrsken22 writes US$3m+ cheques into companies with proven revenue, so a pre-seed UK entity with no product in production is not investable.","Track only: share milestone updates via LinkedIn to the partners and approach after a paid pilot and a seed round.","Growth fund; recorded for completeness of the Africa VC map, not for the first round.","04b_africa_em_vc_topup.csv"
